locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMPIKKCB_01908	CDS	357				hypothetical protein
AMPIKKCB_01909	CDS	3462	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
AMPIKKCB_01910	CDS	435				hypothetical protein
AMPIKKCB_01911	CDS	1470				hypothetical protein
AMPIKKCB_01912	CDS	339	fdx_2		COG0633	2Fe-2S ferredoxin
AMPIKKCB_01913	CDS	1860	hscA		COG0443	Chaperone protein HscA
AMPIKKCB_01914	CDS	519	hscB		COG1076	Co-chaperone protein HscB 
AMPIKKCB_01915	CDS	321	iscA		COG0316	Iron-binding protein IscA
AMPIKKCB_01916	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
AMPIKKCB_01917	CDS	1218	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
AMPIKKCB_01918	CDS	474	iscR_1		COG1959	HTH-type transcriptional regulator IscR
AMPIKKCB_01919	CDS	648				hypothetical protein
AMPIKKCB_01920	CDS	456				hypothetical protein
AMPIKKCB_01921	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
AMPIKKCB_01922	CDS	1866	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
AMPIKKCB_01923	CDS	966			COG3039	IS5 family transposase IS4811
AMPIKKCB_01924	CDS	1224	alkB	1.14.15.3		Alkane 1-monooxygenase
AMPIKKCB_01925	CDS	1206	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
AMPIKKCB_01926	CDS	1293	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AMPIKKCB_01927	CDS	1374	ubiB_3	2.7.-.-		protein kinase UbiB
AMPIKKCB_01928	CDS	303				hypothetical protein
AMPIKKCB_01929	CDS	465	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
AMPIKKCB_01930	CDS	1785	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
AMPIKKCB_01931	CDS	1434	iucD_1	1.14.13.59	COG3486	L-lysine N6-monooxygenase
AMPIKKCB_01932	CDS	1440	farB			Fatty acid resistance protein FarB
AMPIKKCB_01933	CDS	1842	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
AMPIKKCB_01934	CDS	1911				hypothetical protein
AMPIKKCB_01935	CDS	765				hypothetical protein
AMPIKKCB_01936	CDS	618				hypothetical protein
AMPIKKCB_01937	CDS	2310	iutA_1			Ferric aerobactin receptor
AMPIKKCB_01938	CDS	294				hypothetical protein
AMPIKKCB_01939	CDS	1524				hypothetical protein
AMPIKKCB_01940	CDS	339				hypothetical protein
AMPIKKCB_01941	CDS	621				hypothetical protein
AMPIKKCB_01942	CDS	2148	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
AMPIKKCB_01943	CDS	627				hypothetical protein
AMPIKKCB_01944	CDS	519	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
AMPIKKCB_01945	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
AMPIKKCB_01946	CDS	579	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
AMPIKKCB_01947	CDS	1569				hypothetical protein
AMPIKKCB_01948	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
AMPIKKCB_01949	CDS	1143	aroF_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
AMPIKKCB_01950	CDS	888				hypothetical protein
AMPIKKCB_01951	CDS	297				hypothetical protein
AMPIKKCB_01952	CDS	1557				hypothetical protein
AMPIKKCB_01953	CDS	276				hypothetical protein
AMPIKKCB_01954	CDS	2136	fhuE_1		COG4773	FhuE receptor
AMPIKKCB_01955	CDS	1176	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
AMPIKKCB_01956	CDS	648				hypothetical protein
AMPIKKCB_01957	CDS	1023				hypothetical protein
AMPIKKCB_01958	CDS	1758	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
AMPIKKCB_01959	CDS	1125	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
AMPIKKCB_01960	CDS	1119	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
AMPIKKCB_01961	CDS	870				hypothetical protein
AMPIKKCB_01962	CDS	462				hypothetical protein
AMPIKKCB_01963	CDS	591				hypothetical protein
AMPIKKCB_01964	CDS	1107				hypothetical protein
AMPIKKCB_01965	CDS	414				hypothetical protein
AMPIKKCB_01966	CDS	270				hypothetical protein
AMPIKKCB_01967	CDS	426				hypothetical protein
AMPIKKCB_01968	CDS	201				hypothetical protein
AMPIKKCB_01969	CDS	225				hypothetical protein
AMPIKKCB_01970	CDS	375				hypothetical protein
AMPIKKCB_01971	CDS	768	ycgJ	2.1.1.-		putative methyltransferase YcgJ
AMPIKKCB_01972	CDS	1086	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
AMPIKKCB_01973	CDS	1188	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
AMPIKKCB_01974	CDS	237				hypothetical protein
AMPIKKCB_01975	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
AMPIKKCB_01976	CDS	597	recR		COG0353	Recombination protein RecR
AMPIKKCB_01977	CDS	741	rnd_1	3.1.13.5	COG0349	Ribonuclease D
AMPIKKCB_01978	CDS	1005	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
AMPIKKCB_01979	CDS	1092	aroC	4.2.3.5		Chorismate synthase
AMPIKKCB_01980	CDS	1230				hypothetical protein
AMPIKKCB_01981	CDS	753				hypothetical protein
AMPIKKCB_01982	CDS	1140				hypothetical protein
AMPIKKCB_01983	CDS	987	lipA_1	2.8.1.8	COG0320	Lipoyl synthase
AMPIKKCB_01984	CDS	963	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
AMPIKKCB_01985	CDS	1020	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
AMPIKKCB_01986	CDS	1536	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AMPIKKCB_01987	CDS	1404		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
AMPIKKCB_01988	CDS	786	budC_2	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
AMPIKKCB_01989	CDS	1059	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
AMPIKKCB_01990	CDS	912				hypothetical protein
AMPIKKCB_01991	CDS	1272	norR			Anaerobic nitric oxide reductase transcription regulator NorR
AMPIKKCB_01992	CDS	696	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
AMPIKKCB_01993	CDS	1656				hypothetical protein
AMPIKKCB_01994	CDS	792				hypothetical protein
AMPIKKCB_01995	CDS	1005				hypothetical protein
AMPIKKCB_01996	CDS	918				hypothetical protein
AMPIKKCB_01997	CDS	855	rhaS_3			HTH-type transcriptional activator RhaS
AMPIKKCB_01998	CDS	396	hxlR		COG1733	HTH-type transcriptional activator HxlR
AMPIKKCB_01999	CDS	609	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
AMPIKKCB_02000	CDS	1350				hypothetical protein
AMPIKKCB_02001	CDS	744	nagR_1		COG2188	HTH-type transcriptional repressor NagR
AMPIKKCB_02002	CDS	1734	aprA	1.8.99.2		Adenylylsulfate reductase subunit alpha
AMPIKKCB_02003	CDS	246				hypothetical protein
AMPIKKCB_02004	CDS	1431				hypothetical protein
AMPIKKCB_02005	CDS	855				hypothetical protein
AMPIKKCB_02006	CDS	840	tauB_2	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
AMPIKKCB_02007	CDS	999				hypothetical protein
AMPIKKCB_02008	CDS	282				hypothetical protein
AMPIKKCB_02009	CDS	1287	kgtP_1			Alpha-ketoglutarate permease
AMPIKKCB_02010	CDS	2181	fatA_1			Ferric-anguibactin receptor FatA
AMPIKKCB_02011	CDS	1419	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
AMPIKKCB_02012	CDS	186				hypothetical protein
AMPIKKCB_02013	CDS	228				hypothetical protein
AMPIKKCB_02014	CDS	897	yjiE			HTH-type transcriptional regulator YjiE
AMPIKKCB_02015	CDS	897	pcpR_1			PCP degradation transcriptional activation protein
AMPIKKCB_02016	CDS	1173	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AMPIKKCB_02017	CDS	1410	atoE		COG2031	Putative short-chain fatty acid transporter
AMPIKKCB_02018	CDS	642	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
AMPIKKCB_02019	CDS	705	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
AMPIKKCB_02020	CDS	882	gltC_4			HTH-type transcriptional regulator GltC
AMPIKKCB_02021	CDS	390				hypothetical protein
AMPIKKCB_02022	CDS	828				hypothetical protein
AMPIKKCB_02023	CDS	402				hypothetical protein
AMPIKKCB_02024	CDS	615				hypothetical protein
AMPIKKCB_02025	CDS	417				hypothetical protein
AMPIKKCB_02026	CDS	1422				hypothetical protein
AMPIKKCB_02027	CDS	786	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
AMPIKKCB_02028	CDS	987				hypothetical protein
AMPIKKCB_02029	CDS	1344	pcaK_4		COG0477	4-hydroxybenzoate transporter PcaK
AMPIKKCB_02030	CDS	1251				hypothetical protein
AMPIKKCB_02031	CDS	786	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
AMPIKKCB_02032	CDS	1239	styA	1.14.14.11		Styrene monooxygenase StyA
AMPIKKCB_02033	CDS	531	C1-hpah_1	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
AMPIKKCB_02034	CDS	948				hypothetical protein
AMPIKKCB_02035	CDS	1059	rhaS_4			HTH-type transcriptional activator RhaS
AMPIKKCB_02036	CDS	1029	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
AMPIKKCB_02037	CDS	492	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
AMPIKKCB_02038	CDS	1416	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
AMPIKKCB_02039	CDS	351	mopA		COG2005	Molybdenum-pterin-binding protein MopA
AMPIKKCB_02040	CDS	786	modA		COG0725	Molybdate-binding protein ModA
AMPIKKCB_02041	CDS	693	modB		COG4149	Molybdenum transport system permease protein ModB
AMPIKKCB_02042	CDS	621	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
AMPIKKCB_02043	CDS	771	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
AMPIKKCB_02044	CDS	642	vibB	3.3.2.1	COG1535	Vibriobactin-specific isochorismatase
AMPIKKCB_02045	CDS	402				hypothetical protein
AMPIKKCB_02046	CDS	1821	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
AMPIKKCB_02047	CDS	2076	ppk_2	2.7.4.1		Polyphosphate kinase
AMPIKKCB_02048	CDS	912	pqqB		COG1235	Coenzyme PQQ synthesis protein B
AMPIKKCB_02049	CDS	759	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
AMPIKKCB_02050	CDS	285	pqqD			PqqA binding protein
AMPIKKCB_02051	CDS	1155	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
AMPIKKCB_02052	CDS	1053				hypothetical protein
AMPIKKCB_02053	CDS	177				hypothetical protein
AMPIKKCB_02054	CDS	237				hypothetical protein
AMPIKKCB_02055	CDS	588				hypothetical protein
AMPIKKCB_02056	CDS	1527	clsC_1	2.7.8.-	COG1502	Cardiolipin synthase C
AMPIKKCB_02057	CDS	468				hypothetical protein
AMPIKKCB_02058	CDS	366				hypothetical protein
AMPIKKCB_02059	CDS	1164				hypothetical protein
AMPIKKCB_02060	CDS	1872				hypothetical protein
AMPIKKCB_02061	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
AMPIKKCB_02062	CDS	975				hypothetical protein
AMPIKKCB_02063	CDS	1011	mrkD_2			Fimbria adhesin protein
AMPIKKCB_02064	CDS	2559	htrE_2		COG3188	Outer membrane usher protein HtrE
AMPIKKCB_02065	CDS	735	yadV_2			putative fimbrial chaperone YadV
AMPIKKCB_02066	CDS	411	smf-1_2		COG3539	Major fimbrial subunit SMF-1
AMPIKKCB_02067	CDS	291				hypothetical protein
AMPIKKCB_02068	CDS	2262	uvrA_1			UvrABC system protein A
AMPIKKCB_02069	CDS	3111	acrB		COG0841	Multidrug efflux pump subunit AcrB
AMPIKKCB_02070	CDS	1191	mexA			Multidrug resistance protein MexA
AMPIKKCB_02071	CDS	744	srrA		COG0745	Transcriptional regulatory protein SrrA
AMPIKKCB_02072	CDS	1074	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
AMPIKKCB_02073	CDS	996				hypothetical protein
AMPIKKCB_02074	CDS	1026				hypothetical protein
AMPIKKCB_02075	CDS	1041	aidA_1			Quorum-quenching protein AidA
AMPIKKCB_02076	CDS	861	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AMPIKKCB_02077	CDS	843	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AMPIKKCB_02078	CDS	885				hypothetical protein
AMPIKKCB_02079	CDS	528				hypothetical protein
AMPIKKCB_02080	CDS	543	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
AMPIKKCB_02081	CDS	588				hypothetical protein
AMPIKKCB_02082	CDS	519	ttr	2.3.1.-		Acetyltransferase
AMPIKKCB_02083	CDS	3078				hypothetical protein
AMPIKKCB_02084	CDS	258				hypothetical protein
AMPIKKCB_02085	CDS	666				hypothetical protein
AMPIKKCB_02086	CDS	312				hypothetical protein
AMPIKKCB_02087	CDS	441				hypothetical protein
AMPIKKCB_02088	CDS	645				hypothetical protein
AMPIKKCB_02089	CDS	969	surE_1	3.1.3.5		5'/3'-nucleotidase SurE
AMPIKKCB_02090	CDS	1164				hypothetical protein
AMPIKKCB_02091	CDS	1329	bepC			Outer membrane efflux protein BepC
AMPIKKCB_02092	CDS	1587				hypothetical protein
AMPIKKCB_02093	CDS	822				hypothetical protein
AMPIKKCB_02094	CDS	1548	emrB_2			Colistin resistance protein EmrB
AMPIKKCB_02095	CDS	1062	emrA_2			Colistin resistance protein EmrA
AMPIKKCB_02096	CDS	1404	mdlY	3.5.1.86		Mandelamide hydrolase
AMPIKKCB_02097	CDS	885				hypothetical protein
AMPIKKCB_02098	CDS	276				hypothetical protein
AMPIKKCB_02099	CDS	816				hypothetical protein
AMPIKKCB_02100	CDS	1233				hypothetical protein
AMPIKKCB_02101	CDS	525	vsr	3.1.-.-	COG3727	Very short patch repair protein
AMPIKKCB_02102	CDS	1293	hpaIIM	2.1.1.37		Modification methylase HpaII
AMPIKKCB_02103	CDS	1674				hypothetical protein
AMPIKKCB_02104	CDS	1263				hypothetical protein
AMPIKKCB_02105	CDS	612				hypothetical protein
AMPIKKCB_02106	CDS	393				hypothetical protein
AMPIKKCB_02107	CDS	408				hypothetical protein
AMPIKKCB_02108	CDS	273				hypothetical protein
AMPIKKCB_02109	CDS	123				hypothetical protein
AMPIKKCB_02110	CDS	1395				hypothetical protein
AMPIKKCB_02111	CDS	768				hypothetical protein
AMPIKKCB_02112	CDS	1494				hypothetical protein
AMPIKKCB_02113	CDS	885	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
AMPIKKCB_02114	CDS	804				hypothetical protein
AMPIKKCB_02115	CDS	789	nimR_3			HTH-type transcriptional regulator NimR
AMPIKKCB_02116	CDS	492				hypothetical protein
AMPIKKCB_02117	CDS	765	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
AMPIKKCB_02118	CDS	966			COG0609	putative ABC transporter permease protein
AMPIKKCB_02119	CDS	1020	yclQ		COG4607	Petrobactin-binding protein YclQ
AMPIKKCB_02120	CDS	1053	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
AMPIKKCB_02121	CDS	639				hypothetical protein
AMPIKKCB_02122	CDS	495				hypothetical protein
AMPIKKCB_02123	CDS	885	rhaS_5			HTH-type transcriptional activator RhaS
AMPIKKCB_02124	CDS	873	glxR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
AMPIKKCB_02125	CDS	1377	ttuB_1			Putative tartrate transporter
AMPIKKCB_02126	CDS	972	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
AMPIKKCB_02127	CDS	936	gbpR			HTH-type transcriptional regulator GbpR
AMPIKKCB_02128	CDS	1176				hypothetical protein
AMPIKKCB_02129	CDS	1788	araC_1	4.2.1.25		L-arabonate dehydratase
AMPIKKCB_02130	CDS	1578		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
AMPIKKCB_02131	CDS	621				hypothetical protein
AMPIKKCB_02132	CDS	1578	emrY			putative multidrug resistance protein EmrY
AMPIKKCB_02133	CDS	1086	emrA_3			Colistin resistance protein EmrA
AMPIKKCB_02134	CDS	459				hypothetical protein
AMPIKKCB_02135	CDS	435				hypothetical protein
AMPIKKCB_02136	CDS	933	dmlR_8			HTH-type transcriptional regulator DmlR
AMPIKKCB_02137	CDS	1344	sauU			putative sulfoacetate transporter SauU
AMPIKKCB_02138	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
AMPIKKCB_02139	CDS	732	nagR_2		COG2188	HTH-type transcriptional repressor NagR
AMPIKKCB_02140	CDS	1290				hypothetical protein
AMPIKKCB_02141	CDS	813		3.1.1.92		4-sulfomuconolactone hydrolase
AMPIKKCB_02142	CDS	1341	ttuB_2			Putative tartrate transporter
AMPIKKCB_02143	CDS	141				hypothetical protein
AMPIKKCB_02144	CDS	297				hypothetical protein
AMPIKKCB_02145	CDS	420				hypothetical protein
AMPIKKCB_02146	CDS	6186				hypothetical protein
AMPIKKCB_02147	CDS	1740	shlB_2			Hemolysin transporter protein ShlB
AMPIKKCB_02148	CDS	549				hypothetical protein
AMPIKKCB_02149	CDS	903	panS_1		COG0385	Pantothenate precursors transporter PanS
AMPIKKCB_02150	CDS	1641	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AMPIKKCB_02151	CDS	1374				hypothetical protein
AMPIKKCB_02152	CDS	1824	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AMPIKKCB_02153	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
AMPIKKCB_02154	CDS	912		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
AMPIKKCB_02155	CDS	756	lvr	1.1.1.-		Levodione reductase
AMPIKKCB_02156	CDS	765	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
AMPIKKCB_02157	CDS	936	pcpR_2			PCP degradation transcriptional activation protein
AMPIKKCB_02158	CDS	570				hypothetical protein
AMPIKKCB_02159	CDS	1020			COG2220	putative protein
AMPIKKCB_02160	CDS	549	iscR_2			HTH-type transcriptional regulator IscR
AMPIKKCB_02161	CDS	1206		1.6.-.-		NADH dehydrogenase-like protein
AMPIKKCB_02162	CDS	693				hypothetical protein
AMPIKKCB_02163	CDS	417	hmrR_3			HTH-type transcriptional regulator HmrR
AMPIKKCB_02164	CDS	807				hypothetical protein
AMPIKKCB_02165	CDS	1068				hypothetical protein
AMPIKKCB_02166	CDS	1239	namA_1	1.6.99.1		NADPH dehydrogenase
AMPIKKCB_02167	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
AMPIKKCB_02168	CDS	897				hypothetical protein
AMPIKKCB_02169	CDS	1575		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
AMPIKKCB_02170	CDS	999				hypothetical protein
AMPIKKCB_02171	CDS	1305	abaQ			Quinolone resistance transporter
AMPIKKCB_02172	CDS	1734	araC_2	4.2.1.25		L-arabonate dehydratase
AMPIKKCB_02173	CDS	717	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
AMPIKKCB_02174	CDS	795				hypothetical protein
AMPIKKCB_02175	CDS	915	catM			HTH-type transcriptional regulator CatM
AMPIKKCB_02176	CDS	1107	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
AMPIKKCB_02177	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
AMPIKKCB_02178	CDS	921	catA	1.13.11.1		Catechol 1,2-dioxygenase
AMPIKKCB_02179	CDS	672	pcaI_2	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
AMPIKKCB_02180	CDS	654	pcaJ_2	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
AMPIKKCB_02181	CDS	1215	pcaF_2	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
AMPIKKCB_02182	CDS	780	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
AMPIKKCB_02183	CDS	1179	pac_1	3.5.1.11		Penicillin G acylase
AMPIKKCB_02184	CDS	1305	pac_2	3.5.1.11		Penicillin G acylase
AMPIKKCB_02185	CDS	1488	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
AMPIKKCB_02186	CDS	1278				hypothetical protein
AMPIKKCB_02187	CDS	2307	tynA	1.4.3.21	COG3733	Primary amine oxidase
AMPIKKCB_02188	CDS	915	feaR		COG2207	Transcriptional activator FeaR
AMPIKKCB_02189	CDS	954	C1-hpah_2	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
AMPIKKCB_02190	CDS	954	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
AMPIKKCB_02191	CDS	738	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AMPIKKCB_02192	CDS	486				hypothetical protein
AMPIKKCB_02193	CDS	1278	antA_2	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
AMPIKKCB_02194	CDS	528				hypothetical protein
AMPIKKCB_02195	CDS	360				hypothetical protein
AMPIKKCB_02196	CDS	1167	hsaA	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
AMPIKKCB_02197	CDS	1110	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
AMPIKKCB_02198	CDS	525				hypothetical protein
AMPIKKCB_02199	CDS	1350	nanT_2			Sialic acid transporter NanT
AMPIKKCB_02200	CDS	1257	nicP_4			Porin-like protein NicP
AMPIKKCB_02201	CDS	744		1.-.-.-	COG1028	putative oxidoreductase
AMPIKKCB_02202	CDS	699				hypothetical protein
AMPIKKCB_02203	CDS	1122				hypothetical protein
AMPIKKCB_02204	CDS	1242	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
AMPIKKCB_02205	CDS	921	pcpR_3			PCP degradation transcriptional activation protein
AMPIKKCB_02206	CDS	813	pcaU		COG1414	Pca operon regulatory protein
AMPIKKCB_02207	CDS	867		3.-.-.-		putative metallo-hydrolase
AMPIKKCB_02208	CDS	432				hypothetical protein
AMPIKKCB_02209	CDS	414				hypothetical protein
AMPIKKCB_02210	CDS	468				hypothetical protein
AMPIKKCB_02211	CDS	2430	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
AMPIKKCB_02212	CDS	1320	oprB_1		COG3659	Porin B
AMPIKKCB_02213	CDS	1455	quiC	4.2.1.118		3-dehydroshikimate dehydratase
AMPIKKCB_02214	CDS	834	quiB	4.2.1.10	COG0710	Catabolic 3-dehydroquinate dehydratase
AMPIKKCB_02215	CDS	630	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
AMPIKKCB_02216	CDS	726	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
AMPIKKCB_02217	CDS	414				hypothetical protein
AMPIKKCB_02218	CDS	1356	pcaK_5		COG0477	4-hydroxybenzoate transporter PcaK
AMPIKKCB_02219	CDS	786	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
AMPIKKCB_02220	CDS	1356	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
AMPIKKCB_02221	CDS	1212	pcaF_3	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
AMPIKKCB_02222	CDS	654	pcaJ_3	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
AMPIKKCB_02223	CDS	672	pcaI_3	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
AMPIKKCB_02224	CDS	717	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AMPIKKCB_02225	CDS	390	ftsB			Cell division protein FtsB
AMPIKKCB_02226	CDS	678				hypothetical protein
AMPIKKCB_02227	CDS	1290	eno	4.2.1.11		Enolase
AMPIKKCB_02228	CDS	858	kdsA	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
AMPIKKCB_02229	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
AMPIKKCB_02230	CDS	489				hypothetical protein
AMPIKKCB_02231	CDS	846				hypothetical protein
AMPIKKCB_02232	CDS	1095				hypothetical protein
AMPIKKCB_02233	CDS	717				hypothetical protein
AMPIKKCB_02234	CDS	408				hypothetical protein
AMPIKKCB_02235	CDS	2025	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
AMPIKKCB_02236	CDS	561				hypothetical protein
AMPIKKCB_02237	CDS	918	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AMPIKKCB_02238	CDS	1056	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
AMPIKKCB_02239	CDS	363				hypothetical protein
AMPIKKCB_02240	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
AMPIKKCB_02241	CDS	414	clpS			ATP-dependent Clp protease adapter protein ClpS
AMPIKKCB_02242	CDS	753				hypothetical protein
AMPIKKCB_02243	CDS	1050	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
AMPIKKCB_02244	CDS	1521				hypothetical protein
AMPIKKCB_02245	CDS	681				hypothetical protein
AMPIKKCB_02246	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
AMPIKKCB_02247	CDS	1542	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
AMPIKKCB_02248	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
AMPIKKCB_02249	CDS	1338	ktrB		COG0168	Ktr system potassium uptake protein B
AMPIKKCB_02250	CDS	1152		3.1.1.32	COG2829	Putative phospholipase A1
AMPIKKCB_02251	CDS	2940				hypothetical protein
AMPIKKCB_02252	CDS	90				hypothetical protein
AMPIKKCB_02253	CDS	2097	cntO_3		COG1629	Metal-pseudopaline receptor CntO
AMPIKKCB_02254	CDS	1005	RBKS	2.7.1.15		Ribokinase
AMPIKKCB_02255	CDS	309				hypothetical protein
AMPIKKCB_02256	CDS	609				hypothetical protein
AMPIKKCB_02257	CDS	195				hypothetical protein
