locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_03020	CDS	837	rhaS_10			HTH-type transcriptional activator RhaS
NJOOCDGH_03021	CDS	774	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NJOOCDGH_03022	CDS	258				hypothetical protein
NJOOCDGH_03023	CDS	1638				hypothetical protein
NJOOCDGH_03024	CDS	990	argP_4			HTH-type transcriptional regulator ArgP
NJOOCDGH_03025	CDS	1170	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
NJOOCDGH_03026	CDS	786	hisJ		COG0834	Histidine-binding periplasmic protein
NJOOCDGH_03027	CDS	690	hisQ_2		COG4215	Histidine transport system permease protein HisQ
NJOOCDGH_03028	CDS	714	hisM		COG4160	Histidine transport system permease protein HisM
NJOOCDGH_03029	CDS	768	hisP_2		COG4598	Histidine transport ATP-binding protein HisP
NJOOCDGH_03030	CDS	1332				hypothetical protein
NJOOCDGH_03031	CDS	1224				hypothetical protein
NJOOCDGH_03032	CDS	615	rhtC_3		COG1280	Threonine efflux protein
NJOOCDGH_03033	CDS	927	trpI_2			HTH-type transcriptional regulator TrpI
NJOOCDGH_03034	CDS	591	comR_2			HTH-type transcriptional repressor ComR
NJOOCDGH_03035	CDS	1110	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
NJOOCDGH_03036	CDS	1179	pbuE_2		COG2814	Purine efflux pump PbuE
NJOOCDGH_03037	CDS	960		3.3.2.10		Soluble epoxide hydrolase
NJOOCDGH_03038	CDS	132				hypothetical protein
NJOOCDGH_03039	CDS	273				hypothetical protein
NJOOCDGH_03040	CDS	582				hypothetical protein
NJOOCDGH_03041	CDS	249				hypothetical protein
NJOOCDGH_03042	CDS	1530	uacT_2		COG2233	Uric acid transporter UacT
NJOOCDGH_03043	CDS	1611	lap	3.4.11.1	COG2234	Aminopeptidase
NJOOCDGH_03044	CDS	1140	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
NJOOCDGH_03045	CDS	645				hypothetical protein
NJOOCDGH_03046	CDS	1017	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
NJOOCDGH_03047	CDS	1095	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
NJOOCDGH_03048	CDS	3747	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
NJOOCDGH_03049	CDS	1053	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
NJOOCDGH_03050	CDS	183				hypothetical protein
NJOOCDGH_03051	CDS	702				hypothetical protein
NJOOCDGH_03052	CDS	429	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
NJOOCDGH_03053	CDS	753	cobM	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
NJOOCDGH_03054	CDS	948	lip3	3.1.1.3		Lipase 3
NJOOCDGH_03055	CDS	1197	fabV	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
NJOOCDGH_03056	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
NJOOCDGH_03057	CDS	750	etfB			Electron transfer flavoprotein subunit beta
NJOOCDGH_03058	CDS	1656		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
NJOOCDGH_03059	CDS	570				hypothetical protein
NJOOCDGH_03060	CDS	633				hypothetical protein
NJOOCDGH_03061	CDS	897				hypothetical protein
NJOOCDGH_03062	CDS	639				hypothetical protein
NJOOCDGH_03063	CDS	1134	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase
NJOOCDGH_03064	CDS	777	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NJOOCDGH_03065	CDS	357				hypothetical protein
NJOOCDGH_03066	CDS	987	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
NJOOCDGH_03067	CDS	633	tmk	2.7.4.9	COG0125	Thymidylate kinase
NJOOCDGH_03068	CDS	1050	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
NJOOCDGH_03069	CDS	816	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
NJOOCDGH_03070	CDS	1245	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NJOOCDGH_03071	CDS	237	acpP_2			Acyl carrier protein
NJOOCDGH_03072	CDS	744	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NJOOCDGH_03073	CDS	939	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
NJOOCDGH_03074	CDS	981	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
NJOOCDGH_03075	CDS	183	rpmF		COG0333	50S ribosomal protein L32
NJOOCDGH_03076	CDS	537	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
NJOOCDGH_03077	CDS	579	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
NJOOCDGH_03078	CDS	981				hypothetical protein
NJOOCDGH_03079	CDS	693	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
NJOOCDGH_03080	CDS	957	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
NJOOCDGH_03081	CDS	3174	rne	3.1.26.12		Ribonuclease E
NJOOCDGH_03082	CDS	1020	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
NJOOCDGH_03083	CDS	465		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
NJOOCDGH_03084	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NJOOCDGH_03085	CDS	186				hypothetical protein
NJOOCDGH_03086	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
NJOOCDGH_03087	CDS	441	tolR			Tol-Pal system protein TolR
NJOOCDGH_03088	CDS	636	tolQ_4		COG0811	Tol-Pal system protein TolQ
NJOOCDGH_03089	CDS	2226	comEC		COG0658	ComE operon protein 3
NJOOCDGH_03090	CDS	534				hypothetical protein
NJOOCDGH_03091	CDS	1245	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
NJOOCDGH_03092	CDS	684	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
NJOOCDGH_03093	CDS	1251	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
NJOOCDGH_03094	CDS	600				hypothetical protein
NJOOCDGH_03095	CDS	309				hypothetical protein
NJOOCDGH_03096	CDS	723	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
NJOOCDGH_03097	CDS	1395	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
NJOOCDGH_03098	CDS	228				hypothetical protein
NJOOCDGH_03099	CDS	1002	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
NJOOCDGH_03100	CDS	1224	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
NJOOCDGH_03101	CDS	609	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
NJOOCDGH_03102	CDS	672	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
NJOOCDGH_03103	CDS	786	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
NJOOCDGH_03104	CDS	1212	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
NJOOCDGH_03105	CDS	1338	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
NJOOCDGH_03106	CDS	1410	aroP_3		COG1113	Aromatic amino acid transport protein AroP
NJOOCDGH_03107	CDS	1467	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
NJOOCDGH_03108	CDS	3453	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
NJOOCDGH_03109	CDS	630				hypothetical protein
NJOOCDGH_03110	CDS	738		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
NJOOCDGH_03111	CDS	999	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
NJOOCDGH_03112	CDS	702				hypothetical protein
NJOOCDGH_03113	CDS	615	lexA	3.4.21.88	COG1974	LexA repressor
NJOOCDGH_03114	CDS	486	sulA_2		COG5404	Cell division inhibitor SulA
NJOOCDGH_03115	CDS	234				hypothetical protein
NJOOCDGH_03116	CDS	519				hypothetical protein
NJOOCDGH_03117	CDS	2607	topA	5.6.2.1	COG0550	DNA topoisomerase 1
NJOOCDGH_03118	CDS	375				hypothetical protein
NJOOCDGH_03119	CDS	1176	fadA_4	2.3.1.16		3-ketoacyl-CoA thiolase
NJOOCDGH_03120	CDS	2148	fadB_2			Fatty acid oxidation complex subunit alpha
NJOOCDGH_03121	CDS	804				hypothetical protein
NJOOCDGH_03122	CDS	435				hypothetical protein
NJOOCDGH_03123	CDS	438	uspA2		COG0589	Universal stress protein A 
NJOOCDGH_03124	CDS	687				hypothetical protein
NJOOCDGH_03125	CDS	1923	uup		COG0488	ABC transporter ATP-binding protein uup
NJOOCDGH_03126	CDS	1929	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
NJOOCDGH_03127	CDS	387				hypothetical protein
NJOOCDGH_03128	CDS	807	ycbX		COG0633	putative protein YcbX
NJOOCDGH_03129	CDS	909	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
NJOOCDGH_03130	CDS	1560	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
NJOOCDGH_03131	CDS	1581	glpD_1	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
NJOOCDGH_03132	CDS	1596		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NJOOCDGH_03133	CDS	1032	rhaS_11			HTH-type transcriptional activator RhaS
NJOOCDGH_03134	tRNA	94				tRNA-Trp(cca)
NJOOCDGH_03135	CDS	540	moaB_1		COG0521	Molybdenum cofactor biosynthesis protein B
NJOOCDGH_03136	CDS	597	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
NJOOCDGH_03137	CDS	222				hypothetical protein
NJOOCDGH_03138	tRNA	77				tRNA-Pro(cgg)
NJOOCDGH_03139	CDS	1404				hypothetical protein
NJOOCDGH_03140	CDS	240				hypothetical protein
NJOOCDGH_03141	CDS	558	yxaF_3			putative HTH-type transcriptional regulator YxaF
NJOOCDGH_03142	CDS	597				hypothetical protein
NJOOCDGH_03143	CDS	933				hypothetical protein
NJOOCDGH_03144	CDS	867				hypothetical protein
NJOOCDGH_03145	CDS	1266	nicP_7			Porin-like protein NicP
NJOOCDGH_03146	CDS	1209	amtB_1			Ammonia channel
NJOOCDGH_03147	CDS	330	yqjD_2		COG4575	putative protein YqjD
NJOOCDGH_03148	CDS	381				hypothetical protein
NJOOCDGH_03149	CDS	324				hypothetical protein
NJOOCDGH_03150	CDS	1332	dgt_2	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NJOOCDGH_03151	CDS	2226	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
NJOOCDGH_03152	CDS	624	bvgA_1			Virulence factors putative positive transcription regulator BvgA
NJOOCDGH_03153	CDS	345			COG3171	putative protein
NJOOCDGH_03154	CDS	1431	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NJOOCDGH_03155	CDS	2178	rlmL_2		COG0116	Ribosomal RNA large subunit methyltransferase K/L
NJOOCDGH_03156	CDS	1029	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
NJOOCDGH_03157	CDS	282				hypothetical protein
NJOOCDGH_03158	CDS	882				hypothetical protein
NJOOCDGH_03159	CDS	1008	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
NJOOCDGH_03160	CDS	1905				hypothetical protein
NJOOCDGH_03161	CDS	477				hypothetical protein
NJOOCDGH_03162	CDS	477				hypothetical protein
NJOOCDGH_03163	CDS	231				hypothetical protein
NJOOCDGH_03164	CDS	1371				hypothetical protein
NJOOCDGH_03165	CDS	1524	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NJOOCDGH_03166	CDS	990				hypothetical protein
NJOOCDGH_03167	CDS	1368				hypothetical protein
NJOOCDGH_03168	CDS	519				hypothetical protein
NJOOCDGH_03169	CDS	3582				hypothetical protein
NJOOCDGH_03170	CDS	2847				hypothetical protein
NJOOCDGH_03171	CDS	987				hypothetical protein
NJOOCDGH_03172	CDS	573	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
NJOOCDGH_03173	CDS	444			COG1846	putative HTH-type transcriptional regulator
NJOOCDGH_03174	CDS	4863	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
NJOOCDGH_03175	CDS	771				hypothetical protein
NJOOCDGH_03176	CDS	981				hypothetical protein
NJOOCDGH_03177	CDS	939				hypothetical protein
NJOOCDGH_03178	CDS	495				hypothetical protein
NJOOCDGH_03179	CDS	1023				hypothetical protein
NJOOCDGH_03180	CDS	1761				hypothetical protein
NJOOCDGH_03181	CDS	1632				hypothetical protein
NJOOCDGH_03182	CDS	1080				hypothetical protein
NJOOCDGH_03183	CDS	672	mprA		COG0745	Response regulator MprA
NJOOCDGH_03184	CDS	1296	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_03185	CDS	2382				hypothetical protein
NJOOCDGH_03186	CDS	1098	hcf136			Ycf48-like protein
NJOOCDGH_03187	CDS	1368				putative protein
NJOOCDGH_03188	CDS	1965				hypothetical protein
NJOOCDGH_03189	CDS	2658	pepN	3.4.11.2	COG0308	Aminopeptidase N
NJOOCDGH_03190	CDS	834				hypothetical protein
NJOOCDGH_03191	CDS	264				hypothetical protein
NJOOCDGH_03192	CDS	861	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
NJOOCDGH_03193	CDS	981	apaH_2	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
NJOOCDGH_03194	CDS	888	nadK	2.7.1.23	COG0061	NAD kinase
NJOOCDGH_03195	CDS	966				hypothetical protein
NJOOCDGH_03196	CDS	900	acdS	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
NJOOCDGH_03197	CDS	1404				hypothetical protein
NJOOCDGH_03198	CDS	2040	fadH_2	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
NJOOCDGH_03199	CDS	1119				hypothetical protein
NJOOCDGH_03200	CDS	1038				putative HTH-type transcriptional regulator
NJOOCDGH_03201	tRNA	77				tRNA-Asp(gtc)
NJOOCDGH_03202	tRNA	77				tRNA-Asp(gtc)
NJOOCDGH_03203	tRNA	76				tRNA-Val(tac)
NJOOCDGH_03204	CDS	525	epsM		COG3149	Type II secretion system protein M
NJOOCDGH_03205	CDS	1149	xcpY		COG3297	Type II secretion system protein L
NJOOCDGH_03206	CDS	1002	xcpX_2		COG3156	Type II secretion system protein K
NJOOCDGH_03207	CDS	714	xcpW		COG4795	Type II secretion system protein J
NJOOCDGH_03208	CDS	390	xcpV		COG2165	Type II secretion system protein I
NJOOCDGH_03209	CDS	519	gspH		COG2165	Putative type II secretion system protein H
NJOOCDGH_03210	CDS	429	xcpT_3		COG2165	Type II secretion system protein G
NJOOCDGH_03211	CDS	1218	epsF_2		COG1459	Type II secretion system protein F
NJOOCDGH_03212	CDS	1509	epsE		COG2804	Type II secretion system protein E
NJOOCDGH_03213	CDS	657	xcpP_2			Type II secretion system protein N
NJOOCDGH_03214	CDS	1977	xcpQ		COG1450	Secretin XcpQ
NJOOCDGH_03215	CDS	768	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
NJOOCDGH_03216	CDS	1212	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
NJOOCDGH_03217	CDS	1506	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NJOOCDGH_03218	CDS	516				hypothetical protein
NJOOCDGH_03219	CDS	660	ftsN_1			Cell division protein FtsN
NJOOCDGH_03220	CDS	1290	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
NJOOCDGH_03221	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NJOOCDGH_03222	CDS	636	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
NJOOCDGH_03223	CDS	858	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NJOOCDGH_03224	CDS	2760				hypothetical protein
NJOOCDGH_03225	CDS	1011	usg		COG0136	USG-1 protein 
NJOOCDGH_03226	CDS	1113	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NJOOCDGH_03227	CDS	1083	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
NJOOCDGH_03228	CDS	762	ycgJ	2.1.1.-		putative methyltransferase YcgJ
NJOOCDGH_03229	CDS	639	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
NJOOCDGH_03230	CDS	1425	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NJOOCDGH_03231	CDS	894	cmpR_2			HTH-type transcriptional activator CmpR
NJOOCDGH_03232	CDS	378	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NJOOCDGH_03233	CDS	912	dmlR_20			HTH-type transcriptional regulator DmlR
NJOOCDGH_03234	CDS	1329				hypothetical protein
NJOOCDGH_03235	CDS	450	ibpB		COG0071	Small heat shock protein IbpB
NJOOCDGH_03236	CDS	804				hypothetical protein
NJOOCDGH_03237	CDS	747	ygfF	1.-.-.-		putative oxidoreductase YgfF
NJOOCDGH_03238	CDS	960	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
NJOOCDGH_03239	CDS	438				hypothetical protein
NJOOCDGH_03240	CDS	648	eda_1		COG0800	KHG/KDPG aldolase
NJOOCDGH_03241	CDS	858				hypothetical protein
NJOOCDGH_03242	CDS	543				hypothetical protein
NJOOCDGH_03243	tRNA	76				tRNA-Glu(ttc)
NJOOCDGH_03244	tRNA	76				tRNA-Ala(ggc)
NJOOCDGH_03245	tRNA	76				tRNA-Glu(ttc)
NJOOCDGH_03246	tRNA	76				tRNA-Ala(ggc)
NJOOCDGH_03247	CDS	1485	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NJOOCDGH_03248	CDS	921	dmlR_21			HTH-type transcriptional regulator DmlR
NJOOCDGH_03249	CDS	1035	emrA_3			Colistin resistance protein EmrA
NJOOCDGH_03250	CDS	1560	emrB_3			Colistin resistance protein EmrB
NJOOCDGH_03251	CDS	2013	uvrB		COG0556	UvrABC system protein B
NJOOCDGH_03252	CDS	1197	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
NJOOCDGH_03253	tRNA	76				tRNA-Asn(gtt)
NJOOCDGH_03254	CDS	330				hypothetical protein
NJOOCDGH_03255	CDS	1863	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
NJOOCDGH_03256	CDS	306				IS3 family transposase ISPa32
NJOOCDGH_03257	CDS	1020	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
NJOOCDGH_03258	CDS	963	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
NJOOCDGH_03259	CDS	1242				hypothetical protein
NJOOCDGH_03260	CDS	1065	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
NJOOCDGH_03261	CDS	1137				hypothetical protein
NJOOCDGH_03262	CDS	1131				hypothetical protein
NJOOCDGH_03263	CDS	756	hisF_1	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
NJOOCDGH_03264	CDS	1236				hypothetical protein
NJOOCDGH_03265	CDS	1317				hypothetical protein
NJOOCDGH_03266	CDS	1080	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
NJOOCDGH_03267	CDS	576	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
NJOOCDGH_03268	CDS	1890				hypothetical protein
NJOOCDGH_03269	CDS	951	wbpB	1.1.1.335	COG0673	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase
NJOOCDGH_03270	CDS	1311	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
NJOOCDGH_03271	CDS	1047	wzzB		COG3765	Chain length determinant protein
NJOOCDGH_03272	CDS	285	ihfB		COG0776	Integration host factor subunit beta
NJOOCDGH_03273	CDS	1680	rpsA		COG0539	30S ribosomal protein S1
NJOOCDGH_03274	CDS	690	cmk	2.7.4.25		Cytidylate kinase
NJOOCDGH_03275	CDS	2241	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NJOOCDGH_03276	CDS	1110	hisC_4	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
NJOOCDGH_03277	CDS	1098	pheA			Bifunctional chorismate mutase/prephenate dehydratase
NJOOCDGH_03278	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
NJOOCDGH_03279	CDS	2772	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
NJOOCDGH_03280	CDS	1077	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
NJOOCDGH_03281	CDS	1335	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
NJOOCDGH_03282	CDS	699	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
NJOOCDGH_03283	CDS	672	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
NJOOCDGH_03284	CDS	741	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
NJOOCDGH_03285	CDS	729	kdgR_3			Pectin degradation repressor protein KdgR
NJOOCDGH_03286	CDS	936	hutG	3.5.3.8	COG0010	Formimidoylglutamase
NJOOCDGH_03287	CDS	1215	gltS		COG0786	Sodium/glutamate symporter
NJOOCDGH_03288	CDS	924				hypothetical protein
NJOOCDGH_03289	CDS	378				hypothetical protein
NJOOCDGH_03290	CDS	1161				hypothetical protein
NJOOCDGH_03291	CDS	438				hypothetical protein
NJOOCDGH_03292	CDS	663	eda_2	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
NJOOCDGH_03293	CDS	717	pgl_1	3.1.1.31		6-phosphogluconolactonase
NJOOCDGH_03294	CDS	1470	zwf_1	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
NJOOCDGH_03295	CDS	858	hexR_1		COG1737	HTH-type transcriptional regulator HexR
NJOOCDGH_03296	CDS	852	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
NJOOCDGH_03297	CDS	1365	oprB_2		COG3659	Porin B
NJOOCDGH_03298	CDS	1161	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NJOOCDGH_03299	CDS	846				hypothetical protein
NJOOCDGH_03300	CDS	933	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
NJOOCDGH_03301	CDS	1263				putative sugar-binding periplasmic protein
NJOOCDGH_03302	CDS	1449	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_03303	CDS	729	ompR_2			Transcriptional regulatory protein OmpR
NJOOCDGH_03304	CDS	996	glk	2.7.1.2	COG0837	Glucokinase
NJOOCDGH_03305	CDS	1827	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
NJOOCDGH_03306	CDS	1005	epd_2	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
NJOOCDGH_03307	CDS	213				hypothetical protein
NJOOCDGH_03308	CDS	531				hypothetical protein
NJOOCDGH_03309	CDS	999	scpB			Segregation and condensation protein B
NJOOCDGH_03310	CDS	891	scpA			Segregation and condensation protein A
NJOOCDGH_03311	CDS	630	yciO		COG0009	putative protein YciO
NJOOCDGH_03312	CDS	888	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
NJOOCDGH_03313	CDS	588	yciB		COG2917	putative intracellular septation protein A
NJOOCDGH_03314	CDS	300	yciI		COG2350	Protein YciI
NJOOCDGH_03315	CDS	360				hypothetical protein
NJOOCDGH_03316	CDS	678	cpxR		COG0745	Transcriptional regulatory protein CpxR
NJOOCDGH_03317	CDS	441				hypothetical protein
NJOOCDGH_03318	CDS	1338	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_03319	CDS	480				hypothetical protein
NJOOCDGH_03320	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
NJOOCDGH_03321	CDS	372				hypothetical protein
NJOOCDGH_03322	CDS	1455	trkI		COG0168	Trk system potassium uptake protein TrkI
NJOOCDGH_03323	CDS	1146				hypothetical protein
NJOOCDGH_03324	CDS	795	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
NJOOCDGH_03325	CDS	939				hypothetical protein
NJOOCDGH_03326	CDS	645				hypothetical protein
NJOOCDGH_03327	CDS	996	virS			HTH-type transcriptional regulator VirS
NJOOCDGH_03328	CDS	318				hypothetical protein
NJOOCDGH_03329	CDS	1341				hypothetical protein
NJOOCDGH_03330	CDS	1056	mgtA_2	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
NJOOCDGH_03331	CDS	813	lpxH_2	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
NJOOCDGH_03332	CDS	765	rhaR_3			HTH-type transcriptional activator RhaR
NJOOCDGH_03333	CDS	336	csaA		COG0073	putative chaperone CsaA
NJOOCDGH_03334	CDS	900				hypothetical protein
NJOOCDGH_03335	CDS	642	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
NJOOCDGH_03336	CDS	318				hypothetical protein
NJOOCDGH_03337	CDS	930	yhaJ_3			HTH-type transcriptional regulator YhaJ
NJOOCDGH_03338	CDS	828	catD_3	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
NJOOCDGH_03339	CDS	564	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
NJOOCDGH_03340	CDS	1833		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NJOOCDGH_03341	CDS	267				hypothetical protein
NJOOCDGH_03342	CDS	1125				hypothetical protein
NJOOCDGH_03343	CDS	159				hypothetical protein
NJOOCDGH_03344	CDS	627	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
NJOOCDGH_03345	CDS	1800				hypothetical protein
NJOOCDGH_03346	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
NJOOCDGH_03347	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
NJOOCDGH_03348	CDS	858				hypothetical protein
NJOOCDGH_03349	CDS	222				hypothetical protein
NJOOCDGH_03350	CDS	1362				hypothetical protein
NJOOCDGH_03351	CDS	804				hypothetical protein
NJOOCDGH_03352	CDS	858				hypothetical protein
NJOOCDGH_03353	CDS	1170				hypothetical protein
NJOOCDGH_03354	CDS	939	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
NJOOCDGH_03355	CDS	792	minC		COG0850	Septum site-determining protein MinC
NJOOCDGH_03356	CDS	816	minD		COG2894	Septum site-determining protein MinD
NJOOCDGH_03357	CDS	255	minE		COG0851	Cell division topological specificity factor
